segment_id,file_path,start_second,end_second,label
M01004NKK_0020,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKK_0020.mp4,309.8,324.8,0
M01004NKS_0001,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0001.mp4,1825.2,1840.2,0
M01004NKS_0002,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0002.mp4,1840.2,1855.2,0
M01004NKS_0003,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0003.mp4,1855.2,1870.2,0
M01004NKS_0004,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0004.mp4,1870.2,1885.2,0
M01004NKS_0005,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0005.mp4,1885.2,1900.2,0
M01004NKS_0006,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0006.mp4,1900.2,1915.2,0
M01004NKS_0007,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0007.mp4,1915.2,1930.2,0
M01004NKS_0008,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0008.mp4,1930.2,1945.2,0
M01004NKS_0009,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0009.mp4,1945.2,1960.2,0
M01004NKS_0010,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0010.mp4,1960.2,1975.2,0
M01004NKS_0011,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0011.mp4,1975.2,1990.2,0
M01004NKS_0012,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0012.mp4,1990.2,2005.2,0
M01004NKS_0013,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0013.mp4,2005.2,2020.2,0
M01004NKS_0014,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0014.mp4,2020.2,2035.2,0
M01004NKS_0015,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0015.mp4,2035.2,2050.2,0
M01004NKS_0016,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0016.mp4,2050.2,2065.2,0
M01004NKS_0017,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0017.mp4,2065.2,2080.2,0
M01004NKS_0018,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0018.mp4,2080.2,2095.2,0
M01004NKS_0019,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0019.mp4,2095.2,2110.2,0
M01004NKS_0020,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NKS_0020.mp4,2110.2,2125.2,0
M01004NLV_0001,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0001.mp4,273.1,288.1,0
M01004NLV_0002,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0002.mp4,288.1,303.1,0
M01004NLV_0003,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0003.mp4,303.1,318.1,0
M01004NLV_0004,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0004.mp4,318.1,333.1,0
M01004NLV_0005,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0005.mp4,333.1,348.1,0
M01004NLV_0006,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0006.mp4,348.1,363.1,0
M01004NLV_0007,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0007.mp4,363.1,378.1,0
M01004NLV_0008,/home/dhgbao/Research_Monash/dataset/ccu-data/CCU_COMBINED_ANNOTATED_VIDEO/all_videos/M01004NLV_0008.mp4,378.1,393.1,0
